Song Name,Song Link,Artist,CD,holla,crunk
The Tide Is High - Radio Mix,https://open.spotify.com/track/1QhSB9L9M5eZQhW4RNOhXK,Atomic Kitten,False,False,False
Stop Crying Your Heart Out,https://open.spotify.com/track/0SlpFHdk4UHBDzCEoXzy14,Oasis,False,False,False
U Don't Have to Call,https://open.spotify.com/track/5PCJldueshnwqQVjS16543,USHER,False,False,False
Soak Up The Sun,https://open.spotify.com/track/215JYyyUnrJ98NK3KEwu6d,Sheryl Crow,False,False,False
Just a Friend 2002 - Radio Edit,https://open.spotify.com/track/2cxbxpHrND6i4uvUGVvC9J,Mario,False,False,False
Hey Ma,https://open.spotify.com/track/2fE1hcjUxlLxXrZusTEJlq,"Cam'ron, Juelz Santana, Freekey Zeekey, Toya",False,True,False
The Logical Song,https://open.spotify.com/track/18kaCWM0OOdSQTnxCcoSU5,Scooter,False,False,False
Hella Good,https://open.spotify.com/track/6AfLmKXzhEZjwiVPs5jhdV,No Doubt,False,False,False
Gangsta Lovin',https://open.spotify.com/track/0WgLpgUdThEpA5L5K0SKq7,"Eve, Alicia Keys",False,False,False
Happy,https://open.spotify.com/track/6CbcdeTQKj0qTaZTt0xkdk,Ashanti,False,False,False
Like I Love You,https://open.spotify.com/track/6W2Ef5Ph6ILTUAedoQ3QIv,Justin Timberlake,False,False,False
Don't Let Me Get Me - Radio Edit,https://open.spotify.com/track/1BfRdnfPYrni7zj4ANodBX,P!nk,False,False,False
Overprotected - Radio Edit,https://open.spotify.com/track/5p0KCAuu5nrHpTuAIhHdLw,Britney Spears,False,False,False
One Love,https://open.spotify.com/track/2W5acFzXf5FrktecuD30Or,Blue,False,False,False
More Than A Woman,https://open.spotify.com/track/4x2YdtTppdbL4kHPOjaunq,Aaliyah,False,False,False
No Such Thing,https://open.spotify.com/track/6Vecwo7AHst9V2CE3kmwr0,John Mayer,False,False,False
Nessaja,https://open.spotify.com/track/5RGiyzMQrBQQwMRid7SE65,Scooter,False,False,False
World of Our Own,https://open.spotify.com/track/4SAHTVRe6EBhgAOWl49yPf,Westlife,False,False,False
Gimme the Light,https://open.spotify.com/track/5WavgurgGX48eZv1q1E3on,Sean Paul,False,False,False
Hero,https://open.spotify.com/track/24Gxm7Eh7tO83E26LG0CsY,Enrique Iglesias,False,False,False
A New Day Has Come - Radio Remix,https://open.spotify.com/track/5fkDD7aQLUmMy1EwzNm0ZB,Céline Dion,False,False,False
"My Neck, My Back (Lick It)",https://open.spotify.com/track/5r29mFrurlVBbqJzjr2XW6,Khia,False,False,False
All You Wanted,https://open.spotify.com/track/0kr6d8wHDQPlzuET33NVn6,Michelle Branch,False,False,False
Rollout (My Business),https://open.spotify.com/track/4SyadrABZJIjeND1HPJS31,Ludacris,False,False,False
Halfcrazy,https://open.spotify.com/track/3oXNIpoUMdk8qGkwCeXqGv,Musiq Soulchild,False,False,False
Oops (Oh My) [feat. Missy Elliott],https://open.spotify.com/track/5Y0E3dOeynKuLDAXu0t0Bg,"Tweet, Missy Elliott",False,True,False
"I'm Not a Girl, Not Yet a Woman",https://open.spotify.com/track/1xg1yGPy1Y3YUf44s6TB1o,Britney Spears,False,False,False
Tainted Love,https://open.spotify.com/track/0cOyhnhy13lc5G5nr4EF0q,Marilyn Manson,False,False,False
Wasting My Time,https://open.spotify.com/track/5dpAN1mjFPL38kh9kWsCiw,Default,False,False,False
Handbags And Gladrags,https://open.spotify.com/track/3U8UHbqKeR0jlkg8Qlwunr,Stereophonics,False,False,False
Hands Clean,https://open.spotify.com/track/2LVxvGhl2U5p2ql2ujc6vZ,Alanis Morissette,False,False,False
Baby,https://open.spotify.com/track/6cZPfzVtkicrA3CyjqYKhu,Ashanti,False,False,False
Addictive,https://open.spotify.com/track/36jSIOSE72neBbKntCthqw,"Truth Hurts, Rakim",False,False,False
Hey Baby,https://open.spotify.com/track/2QsoVMTKj5m5kgztTOep98,"No Doubt, Bounty Killer",False,False,False
Little By Little,https://open.spotify.com/track/45AQ5zbSJ0j1nM9daSWeq8,Oasis,False,False,False
Here Is Gone,https://open.spotify.com/track/4KqTGPPmXowMPEoShSVOta,The Goo Goo Dolls,False,False,False
Round Round,https://open.spotify.com/track/5O2Ft5ENCfAh6JCgykJs76,Sugababes,False,False,False
Girlfriend,https://open.spotify.com/track/6u5flhVFxKZrl9AApvf2SL,*NSYNC,False,False,False
When You Look At Me - Radio Edit,https://open.spotify.com/track/0IspqeDVLIw46spUMhOKRL,Christina Milian,False,False,False
A Little Less Conversation - JXL Radio Edit Remix,https://open.spotify.com/track/4rr0gWiMrF4sOIefs3IEvZ,"Elvis Presley, Junkie XL",False,False,False
A Woman's Worth,https://open.spotify.com/track/0rimetBQIYXE3uMCbuXBUa,Alicia Keys,False,False,False
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,https://open.spotify.com/track/4SnTf4ixVZCfQtxHNhky0T,"Busta Rhymes, Diddy, Pharrell Williams",False,False,False
A Moment Like This,https://open.spotify.com/track/4kvdX9zzsix7jYHsRVkVUH,Kelly Clarkson,False,False,False
Nothin',https://open.spotify.com/track/5ZKVNTG7yu7gbX4vryqS2X,N.O.R.E.,False,False,False
I Love You,https://open.spotify.com/track/6gsmFgUiSTuinJlScwFODv,Faith Evans,False,False,False
Escape,https://open.spotify.com/track/6KRi6CBUitENJB4HQbSVSD,Enrique Iglesias,False,False,False
Die Another Day,https://open.spotify.com/track/7DUpuAzGUyJaJB3p9BC3Ms,Madonna,False,False,False
Move Bitch,https://open.spotify.com/track/0LyZGZEZcFqpeF8bAfx3v0,"Ludacris, Mystikal, I-20",False,False,False
Murder On The Dancefloor,https://open.spotify.com/track/4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,False,False,False
The Whole World,https://open.spotify.com/track/074v54tSEWLbq3Hu5wf6uh,"Outkast, Killer Mike",False,False,False
I'm Gonna Be Alright,https://open.spotify.com/track/3SHSWxOXqCrw55LiXAB8J1,"Jennifer Lopez, Nas, Cory Rooney, Poke and Tone",False,False,False
Kiss Kiss,https://open.spotify.com/track/5TWL2K9Q9QuUTW15I6ZLpP,Holly Valance,False,False,False
Luv U Better,https://open.spotify.com/track/7cGcyNd7NVvDIwCAQSbJLI,LL COOL J,False,False,False
If You're Not The One,https://open.spotify.com/track/4gJoAvFpDvaeqm2EKYGmhb,Daniel Bedingfield,False,False,False
Just A Little,https://open.spotify.com/track/1IMbmQCnl3h4m8NXqKee0g,Liberty X,False,False,False
Caught in the Middle,https://open.spotify.com/track/4UE8T2GKceEaNhn5ORTkyo,A1,False,False,False
Love at First Sight,https://open.spotify.com/track/6ua8mbyHXTHpAmGyGpFAS2,Kylie Minogue,False,False,False
Caramel,https://open.spotify.com/track/5dXmPzPDTMWmxmpzxAV1JZ,"City High, Eve",False,False,False
Rainy Dayz,https://open.spotify.com/track/1F1XjwRzMh8KT2BvH6ISkG,"Mary J. Blige, Ja Rule",False,False,False
Gotta Get Thru This - D'N'D Radio Edit,https://open.spotify.com/track/747tpec1a0Hfqvj2za1pBs,"Daniel Bedingfield, D'N'D Productions",False,False,False
